035370100,1678566963,F,B,GALINDO LABS LLC,,,,,,,,124567895,,7777 MARKET CENTER AVE,,EL PASO,TX,79912,8520,9155001230,,,esosa2@dxc.com,,US,7777 MARKET CENTER AVE,,EL PASO,TX,79912,8520,GALINDO LABS LLC,9155001230,,,esosa2@dxc.com,US,7777 MARKET CENTER AVE,,EL PASO,TX,79912,8520,,GALINDO LABS LLC,9155001230,,esosa2@dxc.com,US,7777 MARKET CENTER AVE,,EL PASO,TX,79912,8520,GALINDO LABS LLC,9155001230,,,esosa2@dxc.com,US,,,,,,AC,20200103,20200701,Juncos,N,Y,N,,,20200103,,U,Y,,,,20200103,20250103,N,N,N,,20200106,,E,N,N,N,N,N,N,N,N,,,,,US,7730 MARKET CENTER AVE,,EL PASO,TX,799128410,M,291U00000X,20000103,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,01D1018407,20031021,20051020,2,01D1018407,20051021,20071020,2,01D1018407,20071021,20091020,2,01D1018407,20091021,20111020,2,01D1018407,20111021,20131020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG,ENGLISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,,,,,,,,,,,,,,,,,,,,701,20000103,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
035371300,1619970399,F,B,ST JUDE NURSING FACILITY,,,,,,,,668945564,10,1214 CALLE JOSE ABAD,,SAN JUAN,PR,00924,4336,7877763013,,,brenda.parra@dxc.com,,US,1214 CALLE JOSE ABAD,,SAN JUAN,PR,00924,4336,ST JUDE NURSING FACILITY,7877763013,,,brenda.parra@dxc.com,US,1214 CALLE JOSE ABAD,,SAN JUAN,PR,00924,4336,,ST JUDE NURSING FACILITY,7877763013,,brenda.parra@dxc.com,US,1214 CALLE JOSE ABAD,,SAN JUAN,PR,00924,4336,ST JUDE NURSING FACILITY,7877763013,,,brenda.parra@dxc.com,US,RD5468722,F,,,RD5468722,AC,20200109,20200707,San Juan,N,Y,N,,,20200109,,U,N,,,,20200109,20250109,N,N,N,,,,J,N,N,N,N,N,N,N,N,,,,,US,1214 CALLE JOSE ABAD,,SAN JUAN,PR,009244336,L,314000000X,20200109,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER3333,40,20000126,21000126,TE3434,38,20000126,21000126,,SN,20200109,20290109,,,,,,,,,2,02D2010292,20100723,20120722,2,02D2010292,20120723,20140722,2,02D2010292,20140723,20160722,2,02D2010292,20160723,20180722,2,02D2010292,20180723,20210122,,,,,,,,,,,,,,,,,,,,,ER3333,40,20000126,21000126,TE3434,38,20000126,21000126,,SN,20200109,20290109,ab1231547,20200109,20290109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20200109,20290109,Gene,120,,,,,,,,,,,,,,,,,ER3333,40,20000126,21000126,,,TE3434,38,20000126,21000126,,,,SN,20200109,20290109,,,ENG,ENGLISH,SPA,SPANISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456789900,M,20200109,20290109,,,,,,,,,,,,,,,,,001,001,,,,,,,,,,,,,,,,,,,,254,20200109,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
035393101,1265409791,G,B,PONCE HOMECARE,,,,,,,596336559,123456789,65,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,7872592200,,,wvelez@intervoicepr.com,,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,PONCE HOMECARE,7872592200,,,wvelez@intervoicepr.com,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,,PONCE HOMECARE,7872592200,,wvelez@intervoicepr.com,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,PONCE HOMECARE,7872592200,,,wvelez@intervoicepr.com,US,123456,F,,,123456,AC,20200207,20200805,San Juan,N,N,N,,,,,U,N,,,,20200206,20230207,N,N,N,,20200206,,J,N,N,N,Y,N,N,N,N,20200207,C,,C,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,009182424,,251E00000X,20200101,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233663225,SB,20180101,20190101,035393100,SB,20200101,20201231,,,,,,,,,,,,,2,18D2004404,20100304,20120303,2,18D2004404,20120304,20140303,2,18D2004404,20140304,20160303,2,18D2004404,20160304,20180303,2,18D2004404,20180304,20200903,,,,,,,,,,,,,,,,,,,,,1233663225,SB,20180101,20190101,035393100,SB,20200101,20201231,,,,,123456789,19000101,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,035393100,HOSPITAL DMAS HOMECARE,20191217,22991231,035393100,PONCE HOMECARE,20191217,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233663225,SB,20180101,20190101,,,035393100,SB,20200101,20201231,,,,,,,,,ENG,ENGLISH,SPA,SPANISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407010,M,20200101,22991231,,,,,,,,,,,,,,,,,007,032,070,,,,,,,,,,,,,,,,,,,965,20200101,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
TRAILER,000000003
035395500,1790346252,IG,P,,YOKENA,MORALES,,,MORALES                  YOKENA,,559765552,,29,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,7877723451,,,ymorales@intervoicepr.com,,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,MORALES                  YOKENA,7877723451,,,ymorales@intervoicepr.com,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,,MORALES                  YOKENA,7877723451,,ymorales@intervoicepr.com,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,MORALES                  YOKENA,7877723451,,,ymorales@intervoicepr.com,US,124,P,20181119,20211118,124,AC,20200213,20200811,OTHER STATE,N,Y,Y,19700216,,20200213,,U,Y,,,,20200128,20230213,N,N,N,,,,,N,N,N,Y,N,N,N,N,20200213,I,,C,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,009182424,L,363A00000X,20200205,22991231,363AM0700X,20200205,22991231,363AS0400X,20200205,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,035393100,HOSPITAL DMAS HOMECARE,20191217,22991231,035393100,PONCE HOMECARE,20191217,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG,ENGLISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,034,070,,,,,,,,,,,,,,,,,,,929,20200205,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
035402700,1467009688,F,B,ADVANCED PSYCHOEDUCATIONAL SERVICES INC,,,,,,,,123456789,B5,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,7873021030,,,lcancel@intervoicepr.com,,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,ADVANCED PSYCHOEDUCATIONAL SERVICES INC,7873021030,,,lcancel@intervoicepr.com,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,,ADVANCED PSYCHOEDUCATIONAL SERVICES INC,7873021030,,lcancel@intervoicepr.com,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,00918,2424,ADVANCED PSYCHOEDUCATIONAL SERVICES INC,7873021030,,,lcancel@intervoicepr.com,US,1234567,F,,,1234567,IN,20200220,20200220,San Juan,N,Y,N,,,20200219,,U,Y,,,,20200218,20200219,N,N,N,,20200219,,J,N,N,N,Y,N,N,N,N,20200219,C,,C,US,352 CALLE FERNANDO PRIMERO,,SAN JUAN,PR,009182424,M,261QM0850X,20200218,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENG,ENGLISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,034,070,,,,,,,,,,,,,,,,,,,813,20200218,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
TRAILER,000000002
999999999,1538459235,E,P,,SERGEY,BLINTSOVSKIY,,,,,453023019,,,900 FRANKLIN AVE,,VALLEY STREAM,NY,11580,2145,0000000000,,0000000000,,,US,900 FRANKLIN AVE,,VALLEY STREAM,NY,11580,2145,BLINTSOVSKIY             SERGEY,0000000000,,0000000000,,US,900 FRANKLIN AVE,,VALLEY STREAM,NY,11580,2145,0000000000,BLINTSOVSKIY             SERGEY,0000000000,,,US,900 FRANKLIN AVE,,VALLEY STREAM,NY,11580,2145,BLINTSOVSKIY             SERGEY,0000000000,,0000000000,,US,,,,,,IN,20200220,20200220,OTHER STATE,N,N,N,,,,,U,N,,,,20180328,22991231,N,N,N,5,,,X,N,N,N,N,N,N,N,N,,,,,,,,,,,,207R00000X,19000101,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,19000101,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
999999999,1053346254,E,P,,IRA,SCHWARTZ,A,,,,20644364,,,672 STONELEIGH AVE STE C112,,CARMEL,NY,10512,4635,8452792900,,0000000000,,,US,672 STONELEIGH AVE STE C112,,CARMEL,NY,10512,4635,SCHWARTZ                 IRA          A,8452792900,,0000000000,,US,672 STONELEIGH AVE STE C112,,CARMEL,NY,10512,4635,0000000000,SCHWARTZ                 IRA          A,8452792900,,,US,672 STONELEIGH AVE STE C112,,CARMEL,NY,10512,4635,SCHWARTZ                 IRA          A,8452792900,,0000000000,,US,,,,,,IN,20200220,20200220,OTHER STATE,N,N,N,,,,,U,N,,,,20180328,22991231,N,N,N,5,,,X,N,N,N,N,N,N,N,N,,,,,,,,,,,,207RC0000X,19000101,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,19000101,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
999999999,1912025693,E,P,,ALEXANDER,TAICH,,,,,340726081,,,2422 LAKE AVE,,ASHTABULA,OH,44004,4985,4409947530,,0000000000,,,US,2422 LAKE AVE,,ASHTABULA,OH,44004,4985,TAICH                    ALEXANDER,4409947530,,0000000000,,US,2422 LAKE AVE,,ASHTABULA,OH,44004,4985,0000000000,TAICH                    ALEXANDER,4409947530,,,US,2422 LAKE AVE,,ASHTABULA,OH,44004,4985,TAICH                    ALEXANDER,4409947530,,0000000000,,US,,,,,,IN,20200220,20200220,OTHER STATE,N,N,N,,,,,U,N,,,,20180328,22991231,N,N,N,5,,,X,N,N,N,N,N,N,N,N,,,,,,,,,,,,207W00000X,19000101,22991231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,19000101,22991231,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C
